-2896770.2866,-2950557.7182,     227.8907
  821362.9327,-3279646.9484,     222.6711
-3535223.8519,-1164129.9898,     250.8580
  756276.5120, -630398.1490,     232.2658
-3283475.2944,-1547882.8071,     239.8283
-2793111.4840,-1341541.1047,     242.6906
-2050452.1016,-1432649.2327,     238.9486
 -372671.1459, -859137.8149,     235.0720
  143109.8692, -397430.4364,     241.9103
-2966453.8460, -410676.3603,     252.0432
  294101.4690,-2794119.9517,     225.3521
-3188285.2471, -814025.6095,     246.6215
-2382507.2356,-3455241.7653,     227.1140
 -267114.8726,-1175517.5779,     233.4214
-1774648.3974,-1749296.3298,     239.0684
-1514582.1514, -984831.4593,     240.5660
-3062239.8274,-1307936.4360,     240.3816
-3409071.8938,-2024867.1970,     251.5822
 -797724.2885, -419281.5601,     242.8123
  118350.4277,-3030538.9802,     221.3111
  155109.8228,-1966567.6352,     231.9658
 -567314.7553, -906558.0010,     235.9172
-2371719.2417,-3521858.0161,     226.5503
 -560662.2955, -649180.1063,     239.2345
-2687515.8941, -791081.7676,     244.2952
 -713406.9153,-2454377.0694,     233.0139
-1181227.3541, -637550.3336,     239.6708
-1326940.3658,-1512662.3394,     233.6368
-2058489.2331,-1533199.3351,     237.9770
   22096.3410,-1437062.8983,     230.9356
  249318.6096, -402628.9602,     240.6643
-1920552.6409,-1453867.2405,     239.7466
-2734281.0940,-2395221.4008,     251.1937
 -502664.5304, -993352.0822,     235.4911
 -780489.4179,-2595483.6167,     229.5384
-1960353.5888,-2502436.9442,     246.5910
-3545361.9277,-1105666.7157,     251.9360
-1105384.5827,-2895921.2549,     221.8339
 -589336.3781, -335844.4485,     244.0694
 -424976.7428, -783850.6671,     236.5050
  753624.8552, -429963.4930,     237.6416
  600546.6359,-2776709.0156,     226.8233
  687738.1039,-2884122.3781,     227.3784
-2188959.7782,-1861907.3174,     240.7669
-2211002.3009,-1526855.7433,     241.5374
 -604188.8133,-2672341.3757,     228.7404
  -28962.7980,-1337285.8264,     231.9808
   49929.0763,-2556784.4223,     229.6729
 -637125.3515,-2836833.5612,     222.3438
   22966.1074,-2293564.5280,     233.4069
-1754522.9909,-2944005.0914,     229.8889
-2933801.8036,-2698468.6178,     241.3073
 -785326.4640,-1988796.7533,     239.2864
-3097804.7588,-2848068.0782,     237.0962
-1097676.2225, -931255.3561,     237.8221
-2670721.3788, -548530.8032,     247.3040
-3140194.9342,-1607684.3050,     240.3954
  941721.7379,-1684186.0864,     227.3354
-2945981.1308, -481994.6038,     251.3183
-2702152.4010,-2196632.6676,     251.8430
-2856600.8318,-3482289.9519,     227.8984
 -246494.5988,-2190003.0248,     236.5804
 -872548.5715, -779063.1270,     236.5495
  428637.6521,-3292451.6358,     221.2977
  944765.9527,-2790890.0350,     229.3068
 -194909.7822,-2015747.3813,     232.3857
 -250745.6012,-3076030.8717,     221.0844
 1065304.0296,-3438366.0499,     220.2989
-3428160.8724, -847092.8983,     248.9766
-1555018.2522,-2884631.4074,     223.9796
   23245.7871,-2194167.2044,     236.4130
-1267368.9190,-3481533.7420,     221.6482
 -456952.6965,-3196223.3702,     219.5581
